fr	zh
Il peut être plus difficile que d’habitude d’acheter un billet à destination ou au départ d’un lieu associé à des avertissements et soumis à des restrictions.	受警告和限制的影响，你可能会发现购买往来某个目的地的机票比平时更难。
Cela est un réel problème si vous essayez de quitter une zone touchée.	如果要离开疫区，这会是一个头疼的问题。
Par exemple, la plupart des agrégateurs ne vendent pas de billets de la Chine vers les États-Unis (vraisemblablement pour éviter le risque d’aller à l’encontre des restrictions et de se voir contraints d’assumer le vol d’un passager pour sortir du pays).	例如，大部分中间商不会出售从中国到美国的机票（大概是为了避免违反限制，避免航班因乘客出境而被叫停）。
Pour acheter un billet pour un itinéraire de ce type, vous devrez peut-être contacter la compagnie aérienne ou utiliser un agrégateur moins connu.	要购买这类机票，你可能需要联系航空公司或选择不太知名的中间商。
Vous avez également la possibilité d’acheter deux billets séparés (par exemple, un billet de la Chine vers le Cambodge et un second billet du Cambodge vers les États-Unis), mais faites attention à ne pas être mis en quarantaine ou perdre vos bagages entre les deux.	另一种可能是需要买两张不同的机票（例如，一张从中国到柬埔寨的机票和一张从柬埔寨到美国的机票），但要小心，避免转机时被隔离或丢失行李。
Les correspondances peuvent poser problème.	转机也可能存在问题。
Le risque de se retrouver bloqué dans la ville de correspondance est actuellement plus élevé que d’habitude en raison des retards dus au dépistage et aux tests, ainsi que du grand nombre d’annulations.	因筛查和检测导致延迟和大面积航班取消，被困在转机城市的风险现在比平时更高。
Une correspondance dans une zone touchée peut entraîner des restrictions d’entrée ultérieurement et, si vous avez récemment été dans une zone touchée, certains pays ne vous laisseront même pas changer d’avion.	在疫区转机可能还会导致随后的入境限制，如果你最近到过疫区，一些国家甚至还会拒绝为你提供转机服务。
Certains itinéraires sont associés à un risque de quarantaine en cours de route.	某些路线还存在沿途被隔离的风险。
Alors si possible, réservez un vol direct et sinon, réfléchissez sérieusement au lieu de correspondance.	因此，请尽量预订直达航班，如果没有直达航班，则请慎重考虑转机地点。
En période d’incertitude, les plans peuvent changer.	在此不确定时期，计划随时可能有变。
De nombreux consulats et ambassades ont évacué le personnel non essentiel, et certains ont complètement cessé leur activité.	很多大使馆和领事馆也已疏散了一些不必要的工作人员，有些业务已完全关停。
Vous devriez toujours être en mesure d’obtenir une assistance d’urgence, mais il est possible que vous deviez contacter un consulat plus éloigné si le vôtre a fermé.	但紧急援助应该仍然可用，不过你当地的领事馆可能已经关闭，你可能需要联系更远的领事馆。
Si vous êtes bloqué en raison de la pandémie, votre consulat le plus proche sera peut-être en mesure de vous trouver un vol pour rentrer chez vous, de vous consentir un prêt d’urgence pour acheter le billet ou de vous délivrer un passeport provisoire.	如果因疫情而被困，距你最近的领事馆可能会帮你寻找回国航班，为你安排紧急贷款，方便你购买机票，或为你提供紧急护照。
Il peut tout au moins vous tenir informé de la situation locale et vous notifier les exigences et restrictions de voyage récemment introduites.	至少他们可帮助你了解当地情况，告知你最近出台的旅行要求和限制。
Les services consulaires habituels, tels que le traitement des visas et des passeports, peuvent être suspendus ou limités aux urgences, selon le lieu et le consulat.	签证和护照处理等普通领事服务可能会暂停或仅限紧急需求，具体取决于地点和领事馆。
Bien que certaines personnes appellent la maladie « la pneumonie de Wuhan » (武汉(漢)肺炎/武肺), « la maladie de Wuhan » ou « le virus chinois », l’utilisation de ces expressions est considérée comme raciste en Chine et par de nombreuses personnes d’origine chinoise.	尽管有人称此病为“Wuhan pneumonia” (武汉(漢)肺炎/武肺)、“Wuhan disease”或“Chinese virus”，但中国以及很多华裔认为使用这些词涉嫌种族歧视。
Il est quand même fréquent de désigner la maladie comme « la pneumonie de Wuhan » ou « le virus chinois » dans des lieux tels que Hong Kong et Taïwan.	在中国香港和中国台湾等地，也常听到有人称此病为“武汉肺炎”或“中国病毒”。
Par précaution, utilisez des termes ne faisant référence à aucun lieu lorsque vous parlez de la maladie, par exemple « la COVID-19 », « le nouveau coronavirus », ou tout simplement « le virus » ou « la pandémie ».	为安全起见，提到此病时尽量使用中立词，如“COVID-19”、“新型冠状病毒”，或者直接称“病毒”或“疫情”。
En particulier dans les pays en voie de développement où la force publique est peu formée, l’application d'un couvre-feu, d'un confinement ou d'ordonnances d’assignation à domicile est souvent brutale, avec usage d’une force disproportionnée à l’encontre des foules.	尤其是在执法人员受训不足的发展中国家，宵禁、封锁或居家令在执行方面往往比较严酷，经常会通过武力对人群强制执行。
Respectez ces ordonnances et évitez la foule en public.	请遵守这些政令，避免去人多拥挤的公共场所。
En raison de la pandémie de coronavirus, la xénophobie a augmenté dans de nombreux pays, principalement mais pas exclusivement à l’encontre des personnes perçues comme étant chinoises.	冠状病毒疫情导致很多国家开始出现仇外心理，主要针对但不仅限于华裔面孔群体。
Dans le monde entier, on constate une montée des incidents racistes à l’encontre des personnes originaires d’Asie orientale, y compris dans les grandes métropoles telles que New York, Londres et San Francisco.	针对东亚裔人的种族歧视事件在全球激增，包括在纽约、伦敦和旧金山等大城市。
À Hong Kong, la sinophobie, qui était déjà élevée au départ, s’est intensifiée du fait de la pandémie, si bien que de nombreux magasins et restaurants refusent désormais de servir les clients de Chine continentale et interdisent l’entrée aux personnes qui parlent le mandarin (à l’exception des Taïwanais).	在中国香港，居高不下的“恐中症”因疫情而加剧，结果导致现在很多商家和餐馆拒绝向中国大陆顾客提供服务，并禁止说普通话的群体进入其经营场所（台湾人除外）。
Les niveaux de xénophobie ont également augmenté en Asie orientale, avec certains restaurants et autres entreprises refusant de servir les clients étrangers au Japon et en Chine.	仇外心理在东亚也有所上升，日本和中国的一些餐馆和其他商家也会拒绝向外国顾客提供服务。
En Chine, on a recensé des incidents avec le personnel hôtelier refusant des chambres aux étrangers, et les résidents étrangers, particulièrement les personnes noires, se voyant chasser de leur appartement par leur propriétaire avec un court préavis.	在中国，曾发生外国人被酒店员工拒绝入住，以及外国居民（尤其是黑人）收到房东临时通知，被赶出公寓的事件。
Voici certaines sources d’informations complémentaires sur l’épidémie de coronavirus :	以下方面可提供有关冠状病毒疫情的更多信息：
Centres pour le contrôle et la prévention des maladies du gouvernement américain	美国疾病预防与控制中心
Centre européen de prévention et de contrôle des maladies (mises à jour quotidiennes)	欧洲疾病预防与控制中心（每日更新）
