fr	zh
Les utilisateurs reçoivent ensuite un message s’ils ont été en contact rapproché avec quelqu’un qui a été testé positif à la COVID-19. De fausses idées circulent actuellement sur la façon de prévenir l’infection ; par exemple, se rincer le nez et se gargariser avec du bain de bouche n’est pas efficace.	用户一旦与 COVID-19 检测结果呈阳性的患者有过密切接触，便会收到信息提醒。关于预防感染的错误言论持续传播；如冲洗鼻子和用漱口水漱口是无效的。
À l’heure actuelle, aucune étude détaillée n’a été rapportée concernant la réponse immunologique au SARS-CoV-2.	目前，尚无关于 SARS-CoV-2 的免疫应答的详细研究报道。
Le 21 février, un avion transportant 129 passagers canadiens ayant été évacués du Diamond Princess ont atterri à Trenton, dans l’Ontario.	2 月 21 日，一架载有 129 名加拿大乘客的飞机降落安大略省特伦顿，这些从自钻石公主号邮轮撤回的乘客。
La secrétaire générale de la Campagne pour le désarmement nucléaire Kate Hudson a critiqué l’exercice Defender 2020 : « Dans la crise de santé publique actuelle, il met en péril non seulement la vie des troupes américaines et de nombreux pays européens participants, mais aussi celle des habitants des pays dans lesquels elles opèrent ». Le gouvernement iranien a été lourdement touché par le virus, avec à peu près une vingtaine de membres du parlement infectés, ainsi que quinze autres personnalités politiques anciennes ou actuelles.	核裁军运动秘书长 Kate Hudson 批评了“捍卫者 2020”演习：“在全球面临公共卫生危机的当下，演习不仅危及美国及很多欧洲参与国家军人的生命，还会危及演习所在国的居民。”伊朗政府受疫情影响严重，约有 24 名议员及 15 名其他现任或前任政治人物被感染。
L’estimation d’un expert de l’université Washington de Saint-Louis a fait part d’un impact de plus de 300 milliards de dollars sur la chaîne logistique mondiale qui pourrait durer jusqu’à deux ans.	圣路易斯华盛顿大学的一位专家估计，疫情对全球供应链产生的影响将达 3,000 多亿美元，持续时间可能长达两年。
La Chine a également appelé les États-Unis à lever leurs sanctions à l’encontre de la Syrie, du Venezuela et de l’Iran, tout en envoyant a priori de l’aide à ces deux derniers pays.	中国还呼吁美国解除对叙利亚、委内瑞拉和伊朗的制裁，据称还向后两个国家提供了援助。
Mike Ryan, directeur exécutif du programme de gestion des situations d’urgence sanitaire de l’OMS, a prévenu dans une déclaration : « Il s’agit d’un retour à la réalité pour chaque gouvernement de la planète : réveillez-vous.	世界卫生组织卫生应急项目执行董事 Mike Ryan 在一份声明中警告称：“这是对全球各国政府的现实检查：清醒一下。
Le système de surveillance devrait être capable d’identifier les zones de propagation du COVID-19 où le traitement antiviral pourrait être étudié.	监测系统应该能够确定正在发生 COVID-19 传播的区域，这些区域可能适合进行抗病毒治疗试验。
La Figure 2 présente le nombre cumulé de cas de COVID-19 dans les pays de l’UE/l’EEE et au Royaume-Uni par rapport aux données de l’Italie pour la période du 31 janvier au 15 mars 2020.	图 2 显示了 2020 年 1 月 31 日至 3 月 15 日期间 EU/EEA 国家以及英国的累积 COVID-19 病例数，并与意大利进行了比较。
Les centres « drive » ont permis à la Corée du Sud de réaliser l’un des dépistages les plus rapides et exhaustifs au monde.En Allemagne, l’Association nationale des médecins de l’assurance maladie obligatoire a déclaré le 2 mars qu’elle avait la capacité de réaliser quelque 12 000 tests par jour en milieu ambulatoire, et que 10 700 patients avaient été testés au cours de la semaine précédente.	免下车检测中心已帮助韩国进行了比其他国家更快、最广泛的检测。在德国，全国法定健康保险医师协会在 3 月 2 日表示，非住院机构每天有能力进行大约 12,000 次检测，上一周已经检测了 10,700 次。
La plupart des cas étaient reliés au marché de gros de fruits de mer de Huanan et on pense donc que le virus serait d'origine zoonotique.	这些病例大部分与华南海鲜批发市场有关，因此新冠病毒被认为是人畜共患病。
Les horaires des compagnies aériennes ont également été atteintes et donc modifiées. La Corée du Sud a introduit ce qui était considéré comme le programme le plus vaste et le mieux organisé au monde pour tester la population au virus, et isoler toutes les personnes infectées ainsi que suivre et mettre en quarantaine les personnes qui ont été en contact avec elles.	航班时刻表也因疫情影响而调整。韩国推出了被认为全球规模最大、组织最好的病毒防控计划，即对大量人口进行病毒筛查，隔离所有感染者，并追踪和隔离感染者的密切接触人员。
et dites-moi, quels symptômes vous avez actuellement ?	描述一下现在有什么症状？
Le pic et la durée définitive de l’épidémie sont incertains et peuvent varier par région.	爆发高峰和最终持续时间无法确定且因地区而异。
Dans de nombreux pays, le taux de nettoyage des mains au savon est faible.	在许多国家/地区，用肥皂洗手的比例很低。
Suite à la progression de l’épidémie vers de nouveaux pays sensibles, les Italiens, habitants du premier pays d’Europe à subir une grave épidémie de COVID-19, pourraient également faire face à de la suspicion et à de la xénophobie. Les citoyens de pays comme la Malaisie, la Nouvelle-Zélande, Singapour et la Corée du Sud ont dans un premier temps signé des pétitions visant à interdire aux Chinois d’entrer dans leur pays afin de stopper la maladie.	随着疫情蔓延至其他热点国家，意大利成为欧洲首个 COVID-19 严重爆发的国家，来自该国的人群也可能受到怀疑和仇外心理的影响。马来西亚、新西兰、新加坡、韩国等国的一些公民最初签署了请愿书，请求禁止中国人进入本国，以试图阻止疾病传播。
Le directeur de l’Institut national des allergies et des maladies infectieuses des États-Unis, le Dr Anthony Fauci, a dit vis-à-vis de l’épidémie : « pour faire court, la situation va empirer. »	美国国家过敏症和传染病研究所主任Anthony Fauci博士说到此次爆发，“最重要的是，它仍在恶化。”
Les sociétés ont imposé des restrictions de voyage à leurs employés, ont annulé des conférences et ont encouragé leurs employés à travailler de chez eux.	企业对员工实施出行限制，取消会议，并鼓励员工居家办公。
Si certains craignent qu’il puisse se transmettre par les selles, ce risque est considéré comme étant faible.	还有人担心病毒可能会通过粪便传播，但这种风险被认为较低。
Plasma de patients rétablis et production d’anticorps	已康复患者的血浆和抗体生成
Notre directive ayant reçu un commentaire de Zhou et al., ces derniers ont présenté une proposition d’évaluation simple sur la base de leur expérience clinique.	现在，我们的指南收到了 Zhou 等人的意见，他们根据自己的临床经验提出了一种简单的评分方案。
Par différentes voies, le virus induit l’expression de facteurs inflammatoires, la maturation des cellules dendritiques et la synthèse d’interférons de type I (IFN) qui limitent la propagation du virus et accélèrent la phagocytose macrophage des antigènes viraux.	病毒通过不同的通路诱导炎性因子表达、树突状细胞成熟以及 I 型干扰素 (IFN) 合成，它们会限制病毒的传播并加速病毒抗原的巨噬细胞吞噬。
Les masques ont également été largement utilisés au Japon, en Corée du Sud, en Malaisie et à Singapour.	口罩在日本、韩国、马来西亚和新加坡也已广泛使用。
Le magasin Costco à Canberra a également restreint la quantité autorisée à deux paquets la semaine dernière.	上周，堪培拉的Costco商店也将允许的数量限制为两包。
Certaines informations sur la façon dont la maladie se propage restent à déterminer.	有关该病传播途径的一些细节还尚未确定。
ou si vous avez de l’hypertension	或者如果您高血压病史
Le principal traitement est une thérapie symptomatique et de support. Les mesures préventives recommandées comprennent se laver les mains, se couvrir la bouche pour tousser, rester à distance des autres personnes, ainsi que surveiller et confiner les personnes suspectées d’être infectées.	临床治疗以对症支持治疗为主。推荐采取的预防措施包括勤洗手、咳嗽时遮挡口部、与他人保持安全距离、对疑似感染者进行监控和自我隔离等。
Les anticorps sont généralement détectables 14 jours après le début de l’infection.Début avril, le Royaume-Uni a constaté qu’aucun des kits de test aux anticorps achetés par le pays n’était suffisamment performant pour être utilisé.	一般情况下，在感染开始后的 14 天可以检测出抗体。四月初，英国发现在其购买的抗体检测试剂盒中，没有一种足够好用。
Le parlement iranien a été fermé, alors que 23 de ses 290 membres ont signalé avoir été testés positifs au virus le 3 mars.	伊朗议会被迫关闭，据报告其 290 名议员中有 23 名于 3 月 3 日检测出病毒结果呈阳性。
Le même jour, les restrictions de voyages ont été assouplies à Hubei, à part à Wuhan, deux mois après le début du confinement. Le ministère des Affaires étrangères chinois a annoncé le 26 mars 2020 que l’entrée pour les détenteurs d’un visa ou d’un permis de résidence allait être suspendue à partir du 28 mars, sans préciser quand cette politique devait prendre fin.	同日，除武汉以外的其他湖北地区在实施封锁整整两个月后开始放开出行限制。中国外交部于 2020 年 3 月 26 日宣布，自 3 月 28 日起，暂停持有效中国签证、居留许可的外国人入境，关于该政策何时结束，未披露相关细节。
